Media,ABRC-new,Genotype,MRPL,MRVL,MRVA,noLRpMR,Basal,Branched,Apical,Straightness,TRS,LRDpMR,LRDpBZ,Depth,LRL,MRpTRS,aLRL,aLRLpMRL,LRLpMRL,BasalpMRL,BranchedpMRL,ApicalpMRL,PC1,PC2,PC3
125,CS28457,Li-5:2,2.28759,2.01934,-0.362627,3,0.091982,1.376108,0.8195,0.882737,2.742238,1.311424,2.180061,2.0193,0.454648,0.834205492,0.151549333,0.066248468,0.198745405,4.020912838,60.15536001,35.82372715,2.329856664,0.598440606,-0.879520058
125,CS28457,Li-5:2,3.7544,3.15145,-13.8113,6,0.188321,1.868859,1.69722,0.839402,4.46177,1.598125,3.210515,3.060333,0.70737,0.841459779,0.117895,0.031401822,0.188410931,5.016007884,49.77783401,45.20615811,1.333491026,-0.81104254,-0.918257061
125,CS28457,Li-5:2,2.84165,2.39993,-14.4798,4,1.04193,0.69557,1.10415,0.844555,3.219194,1.407633,5.750679,2.323698,0.377544,0.882720954,0.094386,0.033215209,0.132860838,36.66637341,24.47768022,38.85594637,3.914129769,-0.269543854,-0.218298591
0,CS28459,Li-6,3.78672,3.42959,1.06485,9,0.0254,1.14624,2.61508,0.905689,7.240088,2.376727,7.851758,3.428998,3.453368,0.523021267,0.383707556,0.101329793,0.911968141,0.6707652,30.2699962,69.0592386,-0.930540032,-0.680790255,2.186423956
0,CS28459,Li-6,3.03997,2.75734,1.85616,10,0.030661,1.007809,2.0015,0.907029,6.488453,3.289506,9.922515,2.755893,3.448483,0.46852,0.3448483,0.11343806,1.134380602,1.00859548,33.151939,65.83946552,-0.838439003,0.67236417,2.071612425
0,CS28459,Li-6,2.2963,2.03774,4.31603,6,0.168182,0.873378,1.25474,0.887402,4.15299,2.612899,6.869877,2.031961,1.85669,0.552926927,0.309448333,0.134759541,0.808557244,7.324043026,38.03414188,54.64181509,0.887273333,1.332067647,1.527676071
0,CS28459,Li-6,2.55068,2.38845,1.53161,8,0.099421,0.914929,1.53633,0.936397,4.225213,3.136419,8.743848,2.387597,1.674533,0.603680809,0.209316625,0.082063067,0.65650454,3.897823326,35.87000329,60.23217338,0.790384315,0.55321109,0.95575772
75,CS28459,Li-6,5.00367,4.35344,15.0934,22,0.043361,2.536849,2.42346,0.870049,14.518419,4.396772,8.672175,4.203258,9.514749,0.344642898,0.432488591,0.086434275,1.901554059,0.866583927,50.69976637,48.4336497,-5.139173792,-0.002481554,1.516660795
75,CS28459,Li-6,5.35986,4.90499,-1.93393,21,0.109942,2.883208,2.36671,0.915134,14.731295,3.918013,7.283554,4.902196,9.371435,0.36384174,0.44625881,0.083259415,1.748447721,2.051210293,53.79259906,44.15619065,-5.312070783,-0.578162931,0.966254663
75,CS28459,Li-6,5.24173,4.64961,-1.41249,26,0.279026,2.894264,2.06844,0.887037,13.978548,4.960194,8.983286,4.648197,8.736818,0.374983868,0.336031462,0.064106976,1.666781387,5.323166207,55.21581615,39.46101764,-5.098974364,-0.073644475,0.254546267
75,CS28459,Li-6,5.42299,4.92904,-7.27188,19,0.079282,2.767638,2.57607,0.908916,13.450639,3.503602,6.86506,4.889394,8.027649,0.403177128,0.422507842,0.077910496,1.480299429,1.461961022,51.03527759,47.50276139,-4.668584061,-0.938952269,0.900264939
125,CS28459,Li-6,0.989852,0.900702,-16.6208,6,0.056061,0.563686,0.370105,0.909936,2.656416,6.061512,10.644223,0.86307,1.666564,0.372626878,0.277760667,0.280608279,1.683649677,5.663573948,56.94649301,37.38993304,-0.032557959,5.136806201,1.344974139
125,CS28459,Li-6,1.66837,1.35314,9.8193,8,0.314045,0.904035,0.45029,0.811055,2.150596,4.795099,8.849215,1.333317,0.482226,0.775770996,0.06027825,0.036130025,0.289040201,18.82346242,54.18672117,26.98981641,2.479858028,2.476078655,-1.139909123
125,CS28459,Li-6,1.91658,1.77768,-13.7363,8,0.188321,1.020509,0.70775,0.927527,2.557369,4.174102,7.839225,1.726836,0.640789,0.749434282,0.080098625,0.041792477,0.334339814,9.825887779,53.24635549,36.92775673,1.908374498,1.698447741,-1.180812993
125,CS28459,Li-6,1.31442,1.17341,-17.8402,4,0.384082,0.326744,0.603594,0.892721,1.638987,3.043167,12.242001,1.116986,0.324567,0.801970974,0.08114175,0.061731981,0.246927923,29.22064485,24.85841664,45.92093851,3.806233166,1.980020266,0.117213908
0,CS28461,Li-7,4.85382,4.00141,19.531099,11,0.097242,2.066428,2.69015,0.824384,7.883577,2.266256,5.323195,3.771169,3.029757,0.615687524,0.275432455,0.056745502,0.624200527,2.003411746,42.57323098,55.42335727,-1.12602289,-1.525598458,0.930320994
0,CS28461,Li-7,4.61125,3.88337,20.754101,11,0.0508,1.96573,2.59472,0.842151,7.062288,2.38547,5.595885,3.631377,2.451038,0.652939954,0.222821636,0.048321309,0.5315344,1.101653565,42.62900515,56.26934128,-0.70939779,-1.528607039,0.668197228
0,CS28461,Li-7,5.13646,4.44398,19.941,13,0.410384,1.867206,2.85887,0.865183,8.287956,2.530926,6.962274,4.177538,3.151496,0.619749912,0.242422769,0.047196468,0.613554082,7.989627097,36.35200118,55.65837172,-1.051256803,-2.178695163,0.98038681
0,CS28461,Li-7,4.79686,4.20562,17.995899,8,0.1143,1.85834,2.82422,0.876744,6.502425,1.667758,4.304917,3.999875,1.705565,0.737703241,0.213195625,0.04444483,0.355558636,2.382808754,38.74075958,58.87643167,-0.036405123,-2.475977946,0.641466031
75,CS28461,Li-7,6.1735,5.44564,-12.2818,31,0.0508,4.33695,1.78575,0.882099,10.820517,5.021462,7.14788,5.321007,4.647017,0.570536509,0.149903774,0.024281813,0.752736211,0.822871953,70.25107314,28.92605491,-4.664269658,-1.103698051,-2.364402778
75,CS28461,Li-7,6.24519,5.63415,-11.3353,21,0.191403,3.818277,2.23551,0.902158,9.453496,3.362588,5.499863,5.524249,3.208306,0.660622271,0.152776476,0.024463063,0.513724322,3.064806675,61.13948495,35.79570838,-3.092618576,-2.333812809,-1.742619655
75,CS28461,Li-7,5.61094,5.00743,-2.1858,22,0.0254,3.47267,2.11287,0.89244,9.090834,3.920912,6.335183,5.003787,3.479894,0.617208498,0.158177,0.02819082,0.620198042,0.452687072,61.89105569,37.65625724,-3.096980626,-1.51430186,-1.453160399
75,CS28461,Li-7,6.35099,5.65323,1.4192,28,0.254903,4.197097,1.89899,0.890134,11.044455,4.408762,6.671278,5.651496,4.693465,0.575038786,0.16762375,0.026393326,0.73901313,4.013594731,66.08571262,29.90069265,-4.303265773,-1.788899895,-1.872178558
125,CS28461,Li-7,3.1303,2.60959,-3.92591,8,0.158563,1.380097,1.59164,0.833655,3.702331,2.555665,5.796694,2.603467,0.572031,0.845494366,0.071503875,0.022842499,0.182739993,5.065425039,44.08833019,50.84624477,1.761003926,-0.271560538,-0.682160689
125,CS28461,Li-7,2.96791,2.22381,-1.97493,11,0.142782,1.785748,1.03938,0.749285,3.736604,3.706312,6.159883,2.222489,0.768694,0.794280047,0.069881273,0.023545617,0.259001789,4.810860168,60.16853611,35.02060372,1.114101006,1.213087878,-1.468053177
125,CS28461,Li-7,3.4242,2.75602,-0.530501,13,0.145863,1.656947,1.62139,0.804865,4.414054,3.796507,7.845756,2.755902,0.989854,0.775749458,0.076142615,0.022236615,0.289075989,4.259768705,48.38931721,47.35091408,0.715428298,0.180988377,-0.841611412
125,CS28461,Li-7,3.43781,2.7813,0,14,0.109942,1.954308,1.37356,0.809032,4.713227,4.07236,7.163661,2.7813,1.275417,0.729396229,0.091101214,0.026499782,0.370996943,3.198024324,56.84746976,39.95450592,0.172896275,0.593105569,-1.191163022
0,CS28490,Mc-0,4.63304,4.13738,13.3516,8,0.196663,1.955577,2.4808,0.893016,6.351305,1.726728,4.090864,4.025552,1.718265,0.729462685,0.214783125,0.046359005,0.370872041,4.244793915,42.20937009,53.545836,0.000205737,-2.175411518,0.329534985
0,CS28490,Mc-0,4.76222,4.16193,7.38604,6,0.802434,1.444876,2.51491,0.873948,5.307948,1.259917,4.152606,4.127397,0.545728,0.897186634,0.090954667,0.019099216,0.114595294,16.84999853,30.34038747,52.809614,1.915278782,-3.090990552,-0.02638468
0,CS28490,Mc-0,4.7907,4.19704,11.3781,9,0.822045,1.380095,2.58856,0.876081,5.822638,1.87864,6.52129,4.114554,1.031938,0.822771397,0.114659778,0.023933825,0.215404429,17.15918342,28.80779427,54.03302231,1.326808706,-2.807497087,0.309325668
0,CS28490,Mc-0,4.64175,4.18025,14.2903,8,0.723526,1.388434,2.52979,0.900576,5.793247,1.723488,5.761888,4.050903,1.151497,0.80123461,0.143937125,0.031009237,0.248073895,15.58735391,29.91186514,54.50078096,1.241436975,-2.759331718,0.451142113
75,CS28490,Mc-0,5.21814,4.62911,9.02179,25,0.043361,3.362879,1.8119,0.887119,9.304174,4.790979,7.434106,4.571842,4.086034,0.560838609,0.16344136,0.031321766,0.78304415,0.83096659,64.44593284,34.72310057,-3.392238532,-0.716078132,-1.368828354
75,CS28490,Mc-0,4.80069,4.28823,3.57633,21,0.426166,2.937094,1.43743,0.893253,9.634154,4.374371,7.149924,4.279879,4.833464,0.498299072,0.230164952,0.04794414,1.006826935,8.877182238,61.18066361,29.94215415,-2.901886107,-0.132617567,-0.831773211
75,CS28490,Mc-0,3.71683,3.18376,6.66962,18,0.598705,1.992035,1.12609,0.856579,5.686013,4.842836,9.035986,3.162213,1.969183,0.653679476,0.109399056,0.02943343,0.52980174,16.10794683,53.59499896,30.29705421,-0.208289724,0.536047372,-1.139150802
75,CS28490,Mc-0,4.11016,3.59853,13.1011,13,0.112121,2.676929,1.32111,0.875521,7.032528,3.162894,4.856311,3.504866,2.922368,0.584449859,0.224797538,0.054693136,0.711010764,2.727898671,65.129557,32.14254433,-1.398927014,0.06131497,-0.730626496
125,CS28490,Mc-0,2.08912,1.91456,-5.74866,5,0.259261,1.284129,0.54573,0.916443,2.354544,2.393352,3.89369,1.904931,0.265424,0.887271591,0.0530848,0.025410125,0.127050624,12.41005782,61.46745998,26.12248219,2.780076765,0.882349364,-1.841832044
125,CS28490,Mc-0,1.79537,1.37516,-16.2388,3,0.67671,0.52649,0.59217,0.765948,1.999473,1.670965,5.698114,1.320297,0.204103,0.897921602,0.068034333,0.037894324,0.113682973,37.69195208,29.32487454,32.98317338,4.494765195,1.449972917,-0.524526404
125,CS28490,Mc-0,1.47245,1.33405,1.65231,4,0.649505,0.601785,0.22116,0.906007,2.058082,2.716561,6.646893,1.333495,0.585632,0.715447684,0.146408,0.09943156,0.397726239,44.11049611,40.86963904,15.01986485,3.561139529,2.342358437,-0.313290132
125,CS28490,Mc-0,2.10979,1.778,0,7,0.494024,1.130456,0.48531,0.842738,2.538136,3.317866,6.192192,1.778,0.428346,0.831235994,0.061192286,0.02900397,0.203027789,23.4157902,53.58144649,23.00276331,2.806682598,1.523361176,-1.452132482
0,CS28492,Mh-0,3.75366,3.20588,30.338499,11,0.180882,1.544828,2.02795,0.854068,5.828956,2.930473,7.120533,2.766855,2.075296,0.643967805,0.188663273,0.050261151,0.552872663,4.818816835,41.15524581,54.02593735,0.136492081,-0.599343367,0.729138014
0,CS28492,Mh-0,3.76493,3.32533,11.0515,8,0.315321,1.431799,2.01781,0.883238,4.945811,2.124873,5.587376,3.263663,1.180881,0.761236125,0.147610125,0.039206605,0.313652843,8.375215475,38.02989697,53.59488755,1.11786906,-1.296127102,0.196836442
0,CS28492,Mh-0,3.34891,2.92499,17.249701,6,0.213721,0.918909,2.21628,0.873415,4.54467,1.791628,6.529482,2.793428,1.19576,0.736887387,0.199293333,0.05950991,0.357059461,6.381807812,27.43904733,66.17914486,1.539815151,-1.150314995,1.2991658
0,CS28492,Mh-0,3.45321,3.0149,22.116501,8,0.321484,1.054256,2.07747,0.873072,4.360327,2.316685,7.588289,2.793064,0.907117,0.791961245,0.113389625,0.032836006,0.26268805,9.309714729,30.529739,60.16054627,1.747836853,-1.243822561,0.611544082
75,CS28492,Mh-0,5.57502,5.02397,8.74616,26,0.048621,3.804679,1.72172,0.901157,13.45786,4.663661,6.833691,4.96555,7.88284,0.414257542,0.303186154,0.054382972,1.413957259,0.872122432,68.2451184,30.88275916,-5.385757284,-0.411691145,-0.716141194
75,CS28492,Mh-0,5.23828,4.65911,8.32943,20,0.318403,3.031247,1.88863,0.889435,10.473787,3.818047,6.597945,4.609963,5.235507,0.500132378,0.26177535,0.049973531,0.999470628,6.078388326,57.86721977,36.0543919,-3.239776238,-0.874075819,-0.383075503
75,CS28492,Mh-0,4.29705,3.81397,5.36774,20,0.132261,2.806639,1.35815,0.887579,7.030196,4.654356,7.125961,3.797245,2.733146,0.611227624,0.1366573,0.031802585,0.63605171,3.077948825,65.31548388,31.6065673,-1.863482152,0.069571224,-1.522702091
75,CS28492,Mh-0,3.69744,2.88425,-15.3885,15,0.329826,2.010734,1.35688,0.780067,5.846759,4.056861,7.459962,2.780846,2.149319,0.632391381,0.143287933,0.038753282,0.581299223,8.92038816,54.38178848,36.69782336,-0.382706587,1.037866964,-0.942105689
125,CS28492,Mh-0,2.52415,2.1632,-9.51795,10,0.117382,1.589458,0.81731,0.857001,4.317341,3.96173,6.291453,2.133421,1.793191,0.584653841,0.1793191,0.07104138,0.710413803,4.650357546,62.97002951,32.37961294,0.127227188,2.072155046,-0.783123003
125,CS28492,Mh-0,1.89081,1.64008,2.68377,10,0.056061,1.136619,0.69813,0.867395,4.17547,5.288739,8.798023,1.638281,2.28466,0.452837645,0.228466,0.120829697,1.208296973,2.964919796,60.1128088,36.92227141,-0.366447476,3.297153842,0.260994431
125,CS28492,Mh-0,2.32659,2.01721,8.74616,9,0.249642,1.197038,0.87991,0.867024,5.154799,3.868322,7.518559,1.993753,2.828209,0.451344466,0.314245444,0.135066963,1.215602663,10.72995242,51.45032,37.81972758,-0.223289688,2.452881815,1.007814562
125,CS28492,Mh-0,2.6849,2.3011,8.93956,11,0.429247,1.344173,0.91148,0.857052,4.998042,4.096987,8.183471,2.273148,2.313142,0.537190364,0.210285636,0.07832159,0.861537487,15.98744832,50.06417371,33.94837797,0.264578719,1.774797543,0.131682685
0,CS28495,Mnz-0,4.78289,4.17739,13.4006,9,0.257984,1.642066,2.88284,0.873403,7.050866,1.881708,5.4809,4.063654,2.267976,0.678340788,0.251997333,0.052687253,0.474185273,5.39389365,34.33208792,60.27401843,-0.278042256,-2.267220514,1.058958091
0,CS28495,Mnz-0,4.28158,3.64805,23.2512,8,0.155482,1.574208,2.55189,0.852034,5.508905,1.868469,5.081921,3.351766,1.227325,0.777210716,0.153415625,0.035831545,0.286652357,3.63141644,36.76698789,59.60159567,0.778480691,-1.973709424,0.546656277
0,CS28495,Mnz-0,5.02291,4.49285,16.636999,13,0.056061,2.038469,2.92838,0.894471,7.231744,2.588141,6.377335,4.30477,2.208834,0.694564133,0.169910308,0.033827066,0.439751857,1.116106002,40.58342674,58.30046726,-0.923415826,-2.43999702,0.329586745
0,CS28495,Mnz-0,4.7644,4.26037,14.3686,9,0.293003,1.709017,2.76238,0.894209,6.301784,1.88901,5.266185,4.127102,1.537384,0.756039877,0.170820444,0.035853506,0.322681555,6.149840484,35.87056083,57.97959869,0.249119569,-2.602552159,0.455628922
75,CS28495,Mnz-0,5.1938,4.28226,-14.8216,21,0.130082,3.507468,1.55625,0.824495,10.258949,4.043283,5.987225,4.139776,5.065149,0.506270184,0.241197571,0.046439519,0.975229889,2.504563133,67.53182641,29.96361046,-3.540912293,0.196253728,-1.262577919
75,CS28495,Mnz-0,5.6283,4.69184,-8.89987,21,0.132261,3.441789,2.05425,0.833616,13.259153,3.731144,6.101478,4.635352,7.630853,0.424484128,0.363373952,0.064561937,1.355800686,2.349928042,61.15148446,36.4985875,-4.730012881,-0.303837065,-0.097882297
75,CS28495,Mnz-0,4.66678,4.02809,6.72042,11,0.218982,2.547378,1.90042,0.863141,7.193268,2.357086,4.318165,4.000413,2.526488,0.648770489,0.229680727,0.049216103,0.541377138,4.692357471,54.58534578,40.72229674,-0.976176129,-1.107502463,-0.346356076
75,CS28495,Mnz-0,5.40248,4.79683,3.50043,21,0.109942,3.087308,2.20523,0.887894,9.677743,3.887104,6.802042,4.787881,4.275263,0.558237597,0.203583952,0.037683425,0.791351935,2.035028357,57.14612548,40.81884616,-3.122486622,-1.297717829,-0.726163794
125,CS28495,Mnz-0,2.68144,2.2866,8.67317,13,0.043361,2.101069,0.53701,0.852751,3.941604,4.848141,6.187326,2.260452,1.260164,0.680291577,0.096935692,0.03615061,0.469957933,1.617078883,78.35599529,20.02692583,0.022150856,1.963499006,-2.055555056
125,CS28495,Mnz-0,2.42691,2.08751,-3.86073,10,0.226421,1.557519,0.64297,0.860151,3.143901,4.120466,6.420467,2.082773,0.716991,0.771942246,0.0716991,0.02954337,0.2954337,9.329600191,64.17703994,26.49335987,1.406048979,1.56437044,-1.777701201
125,CS28495,Mnz-0,2.61433,2.27921,-11.3099,12,0.206282,1.607418,0.80063,0.871814,3.863973,4.590086,7.465389,2.23495,1.249643,0.676591167,0.104136917,0.039833118,0.477997422,7.890434643,61.48489288,30.62467248,0.574783123,1.730457235,-1.452945407
125,CS28495,Mnz-0,2.70902,2.10512,-8.37601,10,0.178703,1.328397,1.20192,0.777078,3.175465,3.691372,7.52787,2.082665,0.466445,0.853109702,0.0466445,0.017218219,0.172182191,6.596592126,49.03607209,44.36733579,1.862285153,0.915770717,-1.160801608
0,CS28510,N4,4.71525,4.24334,1.54816,9,0.061321,1.876299,2.77763,0.899918,7.592079,1.9087,4.796677,4.241791,2.876829,0.621074939,0.319647667,0.067790184,0.610111659,1.300482477,39.79214252,58.90737501,-1.065291038,-1.883412854,1.003157805
0,CS28510,N4,3.83602,3.4771,21.957399,5,0.109942,0.77305,2.953028,0.906434,7.218144,1.303434,6.467887,3.224879,3.382124,0.531441323,0.6764248,0.176335056,0.881675278,2.866043451,20.15239754,76.98155901,-0.51669831,-1.17889924,4.228755964
0,CS28510,N4,3.88305,3.55117,6.18123,7,0.497105,1.032315,2.35363,0.914531,4.976308,1.802707,6.780877,3.530525,1.093258,0.780307409,0.156179714,0.040220887,0.281546207,12.80192117,26.58515857,60.61292026,1.551284862,-1.970818861,0.731395593
0,CS28510,N4,3.42075,3.0652,19.188801,7,0.068761,0.874649,2.47734,0.896061,5.651154,2.046335,8.003211,2.8949,2.230404,0.605318843,0.318629143,0.093145989,0.652021925,2.010114741,25.56892494,72.42096032,0.378813693,-0.886923811,2.289761397
75,CS28510,N4,4.31538,3.91745,-8.60448,11,0.374463,2.351087,1.58983,0.907788,5.643403,2.549022,4.678687,3.873358,1.328023,0.764676916,0.120729364,0.027976531,0.307741844,8.677405003,54.4815752,36.84101979,0.141393702,-1.163988749,-1.313693184
75,CS28510,N4,4.41826,3.99674,3.83837,5,1.26925,1.34981,1.7992,0.904596,4.673163,1.131667,3.704225,3.987775,0.254903,0.945453861,0.0509806,0.011538615,0.057693074,28.72737231,30.55071453,40.72191315,2.960500529,-2.86448355,-0.61003067
75,CS28510,N4,3.88178,3.49308,-1.04543,8,0.461184,1.252196,2.1684,0.899866,4.812491,2.06091,6.388776,3.492498,0.930711,0.806605145,0.116338875,0.029970497,0.239763974,11.88073513,32.25829388,55.860971,1.49025072,-1.695967901,0.084095665
75,CS28510,N4,4.74771,4.19223,-1.39294,16,0.183963,2.598177,1.96557,0.883,6.751538,3.370046,6.158164,4.190991,2.003828,0.703204218,0.12523925,0.026378875,0.422062005,3.874773312,54.72484629,41.40038039,-1.077011728,-1.238059115,-1.130789174
125,CS28510,N4,1.83129,1.27895,-44.5937,3,0.411287,0.339444,1.080559,0.698387,1.956111,1.638189,8.837982,0.910744,0.124821,0.936189204,0.041607,0.02272005,0.068160149,22.45886779,18.53578625,59.00534596,4.364899252,1.457815429,-0.087684388
125,CS28510,N4,2.51491,2.21347,-3.30821,4,0.487487,0.430523,1.5969,0.880139,2.726452,1.590514,9.291025,2.209781,0.211542,0.922411251,0.0528855,0.021028784,0.084115137,19.38387457,17.11882334,63.49730209,3.764453368,-0.75051352,0.471836128
125,CS28510,N4,0.77305,0.691527,17.417999,0,0,0,0,0.894544,0.77305,0,0,0.659818,0,1,0,0,0,0,0,0,5.348288671,0.902649532,-1.344179588
125,CS28510,N4,0.704663,0.677482,-6.58194,0,0,0,0,0.961427,0.704663,0,0,0.673017,0,1,0,0,0,0,0,0,5.313479906,0.943649599,-1.698740697
0,CS28513,N7,4.34508,3.59981,21.386999,12,0.160742,1.761628,2.42271,0.82848,10.706315,2.761744,6.811881,3.351922,6.361235,0.40584272,0.530102917,0.122000726,1.464008718,3.699402543,40.54305099,55.75754647,-2.686038934,0.025129285,2.648196711
0,CS28513,N7,4.34582,3.69143,30.726299,11,0.048621,1.687609,2.60959,0.849421,11.265485,2.531168,6.518098,3.173219,6.919665,0.385764128,0.629060455,0.144750693,1.592257618,1.118799214,38.83292451,60.04827627,-2.975685596,-0.101587475,3.39725809
0,CS28513,N7,4.14007,3.41824,23.9842,8,0.281205,1.447585,2.41128,0.825648,8.253313,1.932335,5.526445,3.123101,4.113243,0.501625226,0.514155375,0.12419002,0.993520158,6.792276459,34.96523006,58.24249348,-1.033749347,-0.473975836,2.691236031
0,CS28513,N7,4.16457,3.47181,25.9065,8,0.225145,1.405495,2.53393,0.833654,10.208147,1.920967,5.691945,3.122922,6.043577,0.407965324,0.755447125,0.18139859,1.451188718,5.4062004,33.74886243,60.84493717,-2.210058487,-0.015057414,4.048344793
75,CS28513,N7,4.86562,4.20418,0.868051,21,0.109942,3.110158,1.64552,0.864058,16.915356,4.315997,6.752069,4.203697,12.049736,0.287645143,0.573796952,0.117928846,2.476505769,2.259568154,63.92110358,33.81932827,-6.299880219,1.210957615,1.31696302
75,CS28513,N7,5.53962,4.86691,-1.9491,26,0.086721,3.705779,1.74712,0.878564,22.833958,4.693463,7.016068,4.864094,17.294338,0.242604458,0.665166846,0.120074454,3.121935801,1.56546839,66.89590622,31.53862539,-8.707985852,1.01840029,1.533920261
75,CS28513,N7,1.87991,1.59363,43.698002,1,0.043361,0,1.836549,0.847716,1.966631,0.53194,0,1.152181,0.086721,0.955903777,0.086721,0.0461304,0.0461304,2.30654659,0,97.69345341,4.714888017,-1.706203628,2.151092423
75,CS28513,N7,5.04666,3.97658,-8.10414,23,0.163824,2.995486,1.88735,0.787963,19.925724,4.55747,7.67822,3.936868,14.879064,0.253273608,0.646915826,0.128186925,2.948299271,3.246186587,59.35581157,37.39800185,-7.22810773,1.784449183,2.006029504
125,CS28513,N7,1.71954,1.50207,-3.91157,8,0.109942,0.708647,0.900951,0.87353,2.406774,4.652407,11.28912,1.498571,0.687234,0.714458441,0.08590425,0.049957692,0.399661537,6.393686684,41.21142864,52.39488468,1.930087093,1.942290128,-0.161857733
125,CS28513,N7,2.53377,2.15851,6.1155,13,0.081461,2.015629,0.43668,0.851897,5.862538,5.130694,6.449599,2.146226,3.328768,0.432196772,0.256059077,0.101058532,1.313760918,3.215011623,79.55059062,17.23439776,-1.588147785,3.27801808,-0.783183749
125,CS28513,N7,3.04666,2.64516,6.37072,14,0.099421,1.826399,1.12084,0.868216,6.263837,4.595196,7.665357,2.628825,3.217177,0.486388774,0.229798357,0.075426322,1.055968503,3.263278475,59.94758194,36.78913958,-1.271176031,1.730575978,-0.132847659
125,CS28513,N7,2.40114,1.99797,-16.3482,12,0.104682,1.544828,0.75163,0.832092,4.689631,4.997626,7.767855,1.91719,2.288491,0.512010433,0.190707583,0.079423767,0.953085201,4.359679152,64.33727313,31.30304772,-0.493095236,2.941484046,-0.731908129
0,CS28527,Nc-1,4.17298,3.81076,1.14959,9,0.338542,1.278498,2.55594,0.913199,5.076112,2.156732,7.039509,3.809993,0.903132,0.82208194,0.100348,0.024047084,0.216423755,8.112715613,30.63753001,61.24975437,1.166580808,-2.259670131,0.168589179
0,CS28527,Nc-1,4.34822,3.8972,4.3125,9,0.302247,1.829863,2.21611,0.896275,5.016589,2.069813,4.918401,3.886166,0.668369,0.866768236,0.074263222,0.017078994,0.153710944,6.951051235,42.08303628,50.96591249,1.058712653,-2.191064455,-0.671330951
0,CS28527,Nc-1,4.23918,3.77192,-0.193566,8,0.310963,1.373937,2.55428,0.889776,5.781824,1.887157,5.822683,3.771899,1.542644,0.733190772,0.1928305,0.045487689,0.363901509,7.335451668,32.41044259,60.25410575,0.607562265,-1.8913445,0.635827823
0,CS28527,Nc-1,4.42968,3.98831,0.91519,6,0.239121,1.244759,2.9458,0.900361,5.070468,1.3545,4.82021,3.987801,0.640788,0.8736235,0.106798,0.024109642,0.144657853,5.398155171,28.10042712,66.50141771,1.434413209,-2.971640641,0.370778191
75,CS28527,Nc-1,5.10512,4.57348,10.5903,7,0.337266,1.791754,2.9761,0.895861,6.162457,1.371172,3.906786,4.495578,1.057337,0.828422819,0.151048143,0.029587579,0.207113055,6.606426489,35.09719654,58.29637697,0.581616934,-3.336621909,0.249866844
75,CS28527,Nc-1,4.77784,4.34638,4.87519,6,0.175621,1.824599,2.77762,0.909696,5.377449,1.255798,3.288394,4.330656,0.599609,0.888495642,0.099934833,0.020916321,0.125497924,3.675740502,38.18878405,58.13547544,0.983564808,-3.184424799,-0.251490639
75,CS28527,Nc-1,5.2225,4.66986,-8.1522,6,0.269782,3.153518,1.7992,0.894181,6.164634,1.148875,1.902637,4.62267,0.942134,0.847171138,0.157022333,0.030066507,0.180399043,5.165763523,60.38330302,34.45093346,-0.042812662,-2.341550838,-1.561147344
75,CS28527,Nc-1,5.07137,4.42127,4.62657,8,0.102503,3.099107,1.86976,0.87181,6.264423,1.577483,2.581389,4.406864,1.193053,0.809551015,0.149131625,0.029406576,0.235252604,2.021209259,61.10985789,36.86893285,-0.363956752,-2.026332599,-1.338991501
125,CS28527,Nc-1,2.42203,2.02508,4.34324,9,0.137521,1.432169,0.85234,0.836109,2.783794,3.715891,6.284175,2.019264,0.361764,0.870046419,0.040196,0.016595996,0.149363963,5.677923065,59.13093562,35.19114132,1.990797116,0.983625289,-1.60803257
125,CS28527,Nc-1,2.22499,1.69035,23.6542,5,0.91275,0.69685,0.61539,0.759711,2.550832,2.247201,7.175146,1.548333,0.325842,0.872260502,0.0651684,0.0292893,0.146446501,41.02265628,31.31924188,27.65810183,4.216590618,0.947017411,-0.218327869
125,CS28527,Nc-1,2.29375,1.98427,-14.9314,9,0.308784,1.059516,0.92545,0.865077,2.633195,3.923706,8.494445,1.917271,0.339445,0.871090064,0.037716111,0.016442991,0.147986921,13.46197275,46.19143324,40.34659401,2.456477566,1.049116161,-1.336199588
125,CS28527,Nc-1,2.29773,1.97402,-7.81529,4,0.243105,1.229505,0.82512,0.859118,2.527233,1.740849,3.253342,1.955685,0.229503,0.909188033,0.05737575,0.024970623,0.099882493,10.58022483,53.50955073,35.91022444,2.965183644,0.481620022,-1.376611788
0,CS28550,NFC-20,2.71991,2.42236,18.4349,1,0.959192,0,1.760718,0.890603,2.829852,0.367659,0,2.298053,0.109942,0.961149205,0.109942,0.04042119,0.04042119,35.26557864,0,64.73442136,5.148732492,-2.154546094,1.283044697
0,CS28550,NFC-20,2.82805,2.56954,13.2079,5,0.559329,0.657851,1.61087,0.908591,3.088213,1.768003,7.600505,2.501569,0.260163,0.915756135,0.0520326,0.018398755,0.091993777,19.7779035,23.26164672,56.96044978,3.448109812,-1.226543462,0.242968462
0,CS28550,NFC-20,3.17366,2.82201,14.6645,3,0.663108,0.389342,2.12121,0.889197,3.293221,0.945281,7.705309,2.730083,0.119561,0.963694814,0.039853667,0.012557636,0.037672908,20.89410964,12.2679178,66.83797256,3.929038961,-2.185830213,0.839707633
