Media,ABRC-new,Genotype,MRPL,MRVL,MRVA,noLRpMR,Basal,Branched,Apical,Straightness,TRS,LRDpMR,LRDpBZ,Depth,LRL,MRpTRS,aLRL,aLRLpMRL,LRLpMRL,BasalpMRL,BranchedpMRL,ApicalpMRL,PC1,PC2,PC3
125,CS76154,Kno-18,3.32478,2.86568,-4.34002,7,0.068761,2.236789,1.01923,0.861916,3.612522,2.105402,3.129486,2.857463,0.287742,0.92034872,0.041106,0.012363525,0.086544674,2.068136839,67.27630099,30.65556217,1.514688758,-0.244942018,-2.201213602
0,CS76155,PHW-3,3.59307,3.13486,29.484699,9,0.180882,1.039378,2.37281,0.872474,5.374463,2.504822,8.659023,2.728855,1.781393,0.668544932,0.197932556,0.055087309,0.495785777,5.034190817,28.92729616,66.03851303,0.742241971,-1.050055583,1.499358045
0,CS76155,PHW-3,3.57097,3.07364,19.6378,10,0.068761,1.438339,2.06387,0.86073,5.130298,2.800359,6.952463,2.894865,1.559328,0.696055083,0.1559328,0.043666791,0.436667908,1.925555241,40.27866378,57.79578098,0.4859521,-0.690033672,0.474633161
0,CS76155,PHW-3,3.13301,2.80884,19.916401,7,0.099421,0.851429,2.18216,0.896531,4.238969,2.234273,8.221473,2.640845,1.105959,0.739097172,0.157994143,0.050428866,0.353002065,3.1733381,27.1760703,69.6505916,1.512779954,-1.020288411,1.221354762
0,CS76155,PHW-3,0.928157,0.844041,34.4184,1,0.130082,0,0.798075,0.909373,1.974972,1.077404,0,0.696276,1.046815,0.469959574,1.046815,1.127842596,1.127842596,14.01508581,0,85.98491419,1.87672077,3.963301031,10.22286742
75,CS76155,PHW-3,4.78762,4.34118,-15.1372,18,0.112121,2.897339,1.77816,0.906751,10.818501,3.759697,6.212597,4.190555,6.030881,0.442540052,0.335048944,0.06998236,1.259682473,2.341894302,60.5173134,37.14079229,-3.646171046,0.061332263,-0.220076539
75,CS76155,PHW-3,4.60982,4.05204,-7.95177,25,0.157661,2.885019,1.56714,0.879002,10.505728,5.423205,8.665454,4.013079,5.895908,0.438791105,0.23583632,0.051159551,1.278988767,3.420111848,62.58420068,33.99568747,-3.897048649,0.709863088,-0.814201594
75,CS76155,PHW-3,4.41714,3.71799,-7.88015,17,0.079282,2.818958,1.5189,0.841719,9.509867,3.848644,6.030597,3.682881,5.092727,0.464479682,0.299572176,0.067820394,1.152946703,1.794871795,63.81862472,34.38650348,-3.006300819,0.734435453,-0.390710455
75,CS76155,PHW-3,4.1608,3.75429,-8.98274,20,0.109942,2.664758,1.3861,0.9023,8.912278,4.806768,7.505372,3.708245,4.751478,0.466861559,0.2375739,0.05709813,1.141962603,2.642328398,64.04436647,33.31330513,-2.983722865,0.830624645,-0.819464542
125,CS76155,PHW-3,2.39843,2.05992,2.84466,6,0.322387,1.256183,0.81986,0.858862,3.302464,2.501636,4.776374,2.057382,0.904034,0.7262547,0.150672333,0.062821234,0.376927407,13.4415847,52.37522046,34.18319484,1.905171487,1.094637402,-0.526631143
125,CS76155,PHW-3,2.43473,2.17174,0.33703,10,0.219884,1.593816,0.62103,0.891984,3.14954,4.107232,6.274251,2.171702,0.71481,0.773043048,0.071481,0.029358902,0.293589022,9.031145137,65.46171444,25.50714042,1.368219844,1.381036434,-1.822294035
125,CS76155,PHW-3,2.46065,2.08809,9.86581,10,0.257984,1.484776,0.71789,0.848593,3.090918,4.063967,6.735023,2.057211,0.630268,0.796090352,0.0630268,0.025613883,0.256138825,10.48438421,60.34080426,29.17481153,1.665547087,1.267610818,-1.502348267
125,CS76155,PHW-3,2.74276,2.14467,-8.56452,12,0.127903,1.885167,0.72969,0.781939,4.072058,4.375155,6.365483,2.120754,1.329298,0.673556221,0.110774833,0.040388088,0.484657061,4.663295367,68.73248115,26.60422348,0.308582432,2.134778518,-1.634054366
0,CS76156,Kulturen-1,3.16877,2.89199,11.7064,7,0.257082,0.894788,2.0169,0.912654,4.012386,2.209059,7.823082,2.831837,0.843616,0.789747048,0.120516571,0.038032603,0.266228221,8.112990214,28.23770738,63.64930241,1.890792486,-1.161973522,0.659929439
0,CS76156,Kulturen-1,3.49477,2.95872,9.17808,9,0.367926,0.963554,2.16329,0.846614,4.851273,2.575277,9.340421,2.920841,1.356503,0.720382052,0.150722556,0.043128033,0.388152296,10.52790312,27.57131371,61.90078317,1.273365066,-0.790713212,0.925049958
0,CS76156,Kulturen-1,3.32027,3.02945,6.52665,10,0.150221,1.172909,1.99714,0.912411,4.719758,3.011803,8.52581,3.009816,1.399488,0.703483102,0.1399488,0.042149825,0.421498252,4.524360971,35.32571146,60.14992757,0.77673672,-0.66745041,0.429003018
0,CS76156,Kulturen-1,3.38993,3.04842,-0.958836,9,0.097242,1.149688,2.143,0.899257,5.040339,2.654922,7.828212,3.047993,1.650409,0.672559921,0.183378778,0.054095152,0.486856366,2.868554808,33.9148006,63.21664459,0.555430461,-0.633604807,0.734883262
75,CS76156,Kulturen-1,3.1294,2.75746,5.84249,15,0.109942,2.173288,0.84617,0.881147,6.382124,4.793251,6.901984,2.743136,3.252724,0.490338326,0.216848267,0.06929388,1.039408193,3.513197418,69.44743401,27.03936857,-1.553846897,1.898525866,-0.810028628
75,CS76156,Kulturen-1,3.28578,2.81235,-3.64119,16,0.70955,1.78522,0.79101,0.855915,4.926944,4.869468,8.962481,2.806673,1.641164,0.666900212,0.10257275,0.031217169,0.499474706,21.59456811,54.33169597,24.07373592,0.445205958,1.169636988,-1.397974157
75,CS76156,Kulturen-1,3.866,3.27188,9.64584,17,0.150221,2.732089,0.98369,0.846322,5.927166,4.39731,6.222345,3.225623,2.061166,0.652251008,0.121245059,0.031361888,0.533152095,3.88569581,70.66965856,25.44464563,-1.052018609,0.684987588,-1.778347943
75,CS76156,Kulturen-1,3.76237,2.8963,1.26182,12,0.130082,1.541738,2.09055,0.769807,6.374678,3.189479,7.783423,2.895598,2.612308,0.590205497,0.217692333,0.057860427,0.69432512,3.457448364,40.97784109,55.56471054,-0.448786541,0.290300841,0.696933382
125,CS76156,Kulturen-1,2.0296,1.80561,-2.84214,13,0.074021,1.367399,0.58818,0.889638,2.890648,6.405203,9.507101,1.803389,0.861048,0.702126305,0.066234462,0.032634244,0.424245171,3.647073315,67.37283209,28.9800946,0.683295895,2.527169089,-1.840022404
125,CS76156,Kulturen-1,1.5089,1.26376,5.82634,3,0.081461,0.768691,0.658748,0.837537,1.687602,1.988203,3.902739,1.257232,0.178702,0.894108919,0.059567333,0.039477323,0.11843197,5.39870104,50.94380012,43.65749884,3.418019265,1.171105575,-0.787155456
125,CS76156,Kulturen-1,1.96738,1.77873,1.64834,5,0.412563,0.766887,0.78793,0.904111,2.227543,2.541451,6.519865,1.777994,0.260163,0.883206295,0.0520326,0.026447661,0.132238307,20.97017353,38.98011569,40.04971078,3.476471001,0.595174941,-0.733677957
125,CS76156,Kulturen-1,1.74712,1.54667,-14.3814,5,0.236942,0.935968,0.57421,0.885268,2.275789,2.861853,5.342063,1.498203,0.528669,0.767698587,0.1057338,0.060518911,0.302594556,13.56186181,53.57205,32.86608819,2.543612062,1.814994884,-0.992685732
0,CS76157,LAC-3,4.66077,3.83118,30.1467,11,0.142782,2.017808,2.50018,0.822006,6.746589,2.360125,5.45146,3.312984,2.085819,0.690833546,0.189619909,0.040684245,0.447526696,3.063485218,43.29344722,53.64306756,-0.294704669,-1.581733388,0.519782795
0,CS76157,LAC-3,3.25294,2.87203,11.0105,6,0.104682,1.064778,2.08348,0.882903,4.228816,1.844485,5.634977,2.819162,0.975876,0.769231861,0.162646,0.049999693,0.299998156,3.218073497,32.73278942,64.04913709,1.552593683,-1.069564934,0.735948971
0,CS76157,LAC-3,4.18072,3.563,23.1717,11,0.169084,1.783946,2.22769,0.852246,6.435996,2.631126,6.166105,3.275572,2.255276,0.649583996,0.205025091,0.049040618,0.539446794,4.044375132,42.67078398,53.28484089,-0.258077516,-1.048100692,0.583027939
0,CS76157,LAC-3,3.79702,3.12503,39.536201,9,0.142782,1.380998,2.27324,0.823022,4.745692,2.37028,6.517026,2.410094,0.948672,0.800098279,0.105408,0.027760718,0.249846459,3.760369974,36.37057482,59.86905521,1.36160804,-1.341227994,0.582996266
75,CS76157,LAC-3,4.29359,3.78441,8.1301,19,0.115203,2.914397,1.26399,0.881409,10.650158,4.425201,6.519359,3.746375,6.356568,0.40314801,0.334556211,0.077919925,1.480478574,2.683139284,67.87785979,29.43900093,-3.734920662,1.014296589,-0.200182545
75,CS76157,LAC-3,4.52798,3.81681,-13.7115,18,0.079282,3.150808,1.29789,0.842939,7.535792,3.975283,5.712821,3.708037,3.007812,0.600863187,0.167100667,0.03690402,0.664272369,1.750935296,69.58528969,28.66377502,-2.112592429,0.376273499,-1.757269852
75,CS76157,LAC-3,4.95107,4.31682,10.7131,27,0.086721,3.384829,1.47952,0.871896,14.273144,5.453367,7.976769,4.24158,9.322074,0.346880127,0.345262,0.069734825,1.882840275,1.751560774,68.36560582,29.88283341,-5.677452705,0.891792679,-0.205927254
75,CS76157,LAC-3,5.05071,4.58055,-3.50678,22,0.173442,3.298858,1.57841,0.906912,13.815849,4.355823,6.668974,4.571973,8.765139,0.365573625,0.398415409,0.07888305,1.735427098,3.434012248,65.31473793,31.25124982,-5.172060609,0.332734189,-0.019870138
125,CS76157,LAC-3,1.69159,1.33374,1.10171,8,0.1016,0.98023,0.60976,0.788453,2.730065,4.729279,8.161349,1.333493,1.038475,0.619615284,0.129809375,0.076738084,0.61390467,6.006183531,57.94725672,36.04655975,1.225367895,3.025723343,-0.462459179
125,CS76157,LAC-3,1.68978,1.36541,24.399401,4,0.505447,0.490568,0.693765,0.80804,1.852702,2.367172,8.153812,1.243462,0.162922,0.91206249,0.0407305,0.024104025,0.096416102,29.91200038,29.03147155,41.05652807,4.368609244,0.93901594,-0.04925455
125,CS76157,LAC-3,2.44923,2.14002,4.45117,12,0.156384,1.558796,0.73405,0.873752,3.61651,4.899499,7.698249,2.133565,1.16728,0.677235788,0.097273333,0.039715883,0.476590602,6.385027131,63.64432903,29.97064384,0.626660829,1.804110091,-1.363446919
125,CS76157,LAC-3,2.07732,1.86846,2.3533,10,0.086721,1.251289,0.73931,0.899457,2.651529,4.813895,7.99176,1.866884,0.574209,0.783442308,0.0574209,0.027641817,0.276418173,4.174657732,60.23573643,35.58960584,1.543646119,1.575145852,-1.492889613
0,CS76158,LAC-5,3.8941,3.48986,10.7354,8,0.158563,1.413837,2.3217,0.896192,6.425321,2.05439,5.658361,3.42878,2.531221,0.606055324,0.316402625,0.081251798,0.650014381,4.071877969,36.30715698,59.62096505,-0.199618365,-1.030942325,1.387102937
0,CS76158,LAC-5,4.43983,3.98827,12.1715,13,0.153303,1.811527,2.475,0.898293,8.708178,2.92804,7.176267,3.898617,4.268348,0.509846032,0.328334462,0.073952035,0.961376449,3.452902476,40.80171989,55.74537764,-1.832104198,-0.965847267,1.292149295
0,CS76158,LAC-5,3.97812,3.64996,10.0543,10,0.206282,1.440518,2.33132,0.917509,6.522944,2.51375,6.941947,3.593907,2.544824,0.609865729,0.2544824,0.063970519,0.639705187,5.185414216,36.2110243,58.60356148,-0.317763179,-1.172437379,1.039784372
0,CS76158,LAC-5,4.05304,3.70895,-11.696,13,0.106861,1.885549,2.06063,0.915103,7.262776,3.207469,6.894544,3.631941,3.209736,0.558056589,0.246902769,0.060917921,0.791932969,2.636564159,46.52184533,50.84159051,-1.320068873,-0.374601431,0.204084744
75,CS76158,LAC-5,4.76605,4.33059,7.60578,17,0.061321,2.716309,1.98842,0.908633,11.139082,3.566895,6.258492,4.29249,6.373032,0.427867395,0.374884235,0.078657218,1.337172711,1.286620996,56.9928767,41.7205023,-3.677075268,-0.305016004,0.540587366
75,CS76158,LAC-5,4.80941,4.28045,-6.32136,23,0.196663,2.970837,1.64191,0.890016,10.440578,4.782291,7.741926,4.254425,5.631168,0.460645953,0.244833391,0.050907157,1.170864617,4.089129436,61.77133994,34.13953063,-3.676532236,0.178682843,-0.765742021
75,CS76158,LAC-5,4.87344,4.31562,5.92934,16,0.109942,2.910418,1.85308,0.885539,9.284567,3.283102,5.497492,4.292531,4.411127,0.524896853,0.275695438,0.056571013,0.905136208,2.255942414,59.71999245,38.02406514,-2.695089892,-0.642965868,-0.316562049
75,CS76158,LAC-5,5.10278,4.68721,6.08234,19,0.086721,3.102569,1.91349,0.91856,12.233232,3.723461,6.123957,4.660824,7.130452,0.417124436,0.375286947,0.073545586,1.397366142,1.699485379,60.80154347,37.49897115,-4.332096956,-0.473273465,0.204317764
125,CS76158,LAC-5,2.02307,1.73995,-0.421285,14,0.148042,1.487858,0.38717,0.860054,4.412413,6.920176,9.4095,1.739903,2.389343,0.458495159,0.170667357,0.084360579,1.18104811,7.317690441,73.54456346,19.1377461,-0.894034993,3.926367652,-1.092131558
125,CS76158,LAC-5,1.93634,1.74856,16.5788,10,0.319305,1.280675,0.33636,0.903023,3.161857,5.164382,7.808383,1.675869,1.225517,0.612405937,0.1225517,0.063290383,0.632903829,16.49013087,66.13895287,17.37091626,1.038193562,2.632263313,-1.151889306
125,CS76158,LAC-5,2.09363,1.77805,0.412193,13,0.104682,1.446308,0.54264,0.849267,3.611778,6.209311,8.988403,1.778004,1.518148,0.57966741,0.116780615,0.055779013,0.725127171,5.000023882,69.0813563,25.91861981,0.014915748,3.073469842,-1.347786386
125,CS76158,LAC-5,2.09528,1.88929,5.82634,10,0.155482,1.239498,0.7003,0.901689,3.858712,4.772632,8.067783,1.87953,1.763432,0.54299984,0.1763432,0.084162117,0.841621168,7.420583407,59.15667596,33.42274064,0.30969761,2.416401363,-0.326849913
0,CS76159,Lc-0,1.51055,1.40762,10.4915,0,0,0,0,0.931859,1.51055,0,0,1.384087,0,1,0,0,0,0,0,0,4.886029483,0.27757786,-1.531415609
0,CS76159,Lc-0,2.89719,2.64037,7.77764,0,0,0,0,0.911355,2.89719,0,0,2.616081,0,1,0,0,0,0,0,0,4.065494397,-0.624153119,-1.672083887
0,CS76159,Lc-0,3.07769,2.80959,13.6576,3,0.0508,0.716989,2.309901,0.912889,3.537598,0.974757,4.184164,2.730146,0.459908,0.869994273,0.153302667,0.049810951,0.149432854,1.650588591,23.29633589,75.05307552,2.543554907,-1.899520339,1.131055036
0,CS76159,Lc-0,1.69324,1.53437,14.5002,0,0,0,0,0.906174,1.69324,0,0,1.485495,0,1,0,0,0,0,0,0,4.802120743,0.218355654,-1.47275214
75,CS76159,Lc-0,3.15915,2.81206,6.51242,1,0.148042,0,3.011108,0.890132,4.33026,0.316541,0,2.793915,1.17111,0.729552036,1.17111,0.370704145,0.370704145,4.686133928,0,95.31386607,1.392441028,-1.171020389,6.656993252
75,CS76159,Lc-0,3.25331,2.87122,-1.52752,0,0,0,0,0.882554,3.25331,0,0,2.8702,0,1,0,0,0,0,0,0,3.849045393,-0.639908805,-1.792589437
75,CS76159,Lc-0,2.72901,2.4387,-0.89986,0,0,0,0,0.893621,2.72901,0,0,2.438399,0,1,0,0,0,0,0,0,4.146436711,-0.324312942,-1.749698344
75,CS76159,Lc-0,3.23753,2.8847,-2.02732,7,0.187045,1.504015,1.54647,0.891019,4.727196,2.162142,4.654209,2.882895,1.489666,0.684873231,0.212809429,0.065732033,0.460124231,5.777398202,46.4556313,47.7669705,0.778039638,-0.122586791,0.078203954
125,CS76159,Lc-0,0.63861,0.580661,26.5651,1,0.115203,0,0.523407,0.909258,0.970615,1.565901,0,0.519359,0.332005,0.657943675,0.332005,0.519886942,0.519886942,18.03964861,0,81.96035139,4.013796941,2.14352758,4.721478176
125,CS76159,Lc-0,1.11467,0.9525,0,0,0,0,0,0.854513,1.11467,0,0,0.9525,0,1,0,0,0,0,0,0,5.094414779,0.999934068,-1.560654038
125,CS76159,Lc-0,0.768692,0.653893,7.96961,0,0,0,0,0.850657,0.768692,0,0,0.647578,0,1,0,0,0,0,0,0,5.316317836,1.174590296,-1.426848353
125,CS76159,Lc-0,0.775229,0.679057,7.6668,2,0.079282,0.112121,0.583826,0.875944,1.004732,2.579883,17.837866,0.672987,0.229503,0.771577893,0.1147515,0.148022713,0.296045427,10.2269136,14.46295224,75.31013417,3.802514785,2.143762492,2.100094332
0,CS76160,LDV-14,3.46937,2.90484,7.0626,4,0.787929,0.480051,2.20139,0.837282,3.881559,1.152947,8.332446,2.882799,0.412189,0.89380839,0.10304725,0.029702006,0.118808026,22.71101093,13.83683493,63.45215414,3.353878462,-1.790517247,1.062298273
0,CS76160,LDV-14,2.57894,1.96454,18.1992,0,0,0,0,0.761763,2.57894,0,0,1.866267,0,1,0,0,0,0,0,0,4.396695466,0.250525764,-1.360095928
0,CS76160,LDV-14,4.221,3.54819,22.604,13,0.153303,1.590357,2.47734,0.840604,6.699242,3.079839,8.174266,3.27563,2.478242,0.630071283,0.190634,0.045163231,0.587122009,3.631911869,37.67725657,58.69083156,-0.469423162,-1.024021903,0.861776126
0,CS76160,LDV-14,3.95903,3.24272,2.9299,8,0.247463,1.169457,2.54211,0.819069,5.293588,2.020697,6.840782,3.238481,1.334558,0.7478916,0.16681975,0.042136521,0.337092167,6.250596737,29.53897798,64.21042528,1.001243852,-1.345610101,0.83969752
75,CS76160,LDV-14,4.25655,3.71355,-24.1022,20,0.102503,2.513257,1.64079,0.872432,6.461399,4.698641,7.957801,3.389797,2.204849,0.658766004,0.11024245,0.025899484,0.517989686,2.40812395,59.04446089,38.54741516,-1.432286788,0.216123085,-1.673646834
75,CS76160,LDV-14,3.78942,3.32428,-14.889,15,0.183963,2.123387,1.48207,0.877253,5.298321,3.95839,7.064186,3.212669,1.508901,0.715211479,0.1005934,0.026545857,0.398187849,4.854647941,56.03461743,39.11073462,-0.234596888,0.087607817,-1.419715656
75,CS76160,LDV-14,4.13827,3.43004,-22.2759,22,0.056061,2.618839,1.46337,0.828858,7.658069,5.316231,8.400669,3.174053,3.519799,0.540380349,0.159990864,0.038661292,0.850548418,1.354696528,63.2834252,35.36187827,-2.413680428,1.225194419,-1.406070734
75,CS76160,LDV-14,4.57916,3.97514,-4.59589,21,0.193582,2.509278,1.8763,0.868094,10.580812,4.585994,8.368941,3.962358,6.001652,0.432779639,0.285792952,0.062411655,1.310644747,4.227456564,54.79777951,40.97476393,-3.466324574,0.369159962,0.056582953
125,CS76160,LDV-14,1.06913,0.942926,14.226,0,0,0,0,0.881956,1.06913,0,0,0.91401,0,1,0,0,0,0,0,0,5.166472182,0.77294529,-1.399903691
125,CS76160,LDV-14,1.16765,1.03258,5.00065,0,0,0,0,0.884323,1.16765,0,0,1.02865,0,1,0,0,0,0,0,0,5.076475444,0.785505805,-1.528198589
125,CS76160,LDV-14,1.79792,1.44194,14.4067,4,0.091982,0.538286,1.167652,0.802005,2.146983,2.224793,7.430995,1.396597,0.349063,0.837416971,0.08726575,0.048537059,0.194148238,5.11602296,29.93937439,64.94460265,3.211141995,0.692000347,0.637442692
125,CS76160,LDV-14,1.91094,1.66999,13.2908,5,0.115203,1.513257,0.28248,0.87391,2.605986,2.616513,3.304131,1.625261,0.695046,0.733288667,0.1390092,0.072743885,0.363719426,6.028603724,79.18914252,14.78225376,1.700409848,2.050041178,-1.533326185
0,CS76161,LDV-25,3.34477,3.04824,0.719156,1,0.775229,0,2.569541,0.911345,3.406091,0.298974,0,3.048,0.061321,0.981996664,0.061321,0.018333398,0.018333398,23.17734852,0,76.82265148,4.446208574,-3.236823413,1.103525434
0,CS76161,LDV-25,3.4647,3.2394,-1.35319,3,0.372284,1.097086,1.99533,0.934973,3.643403,0.865876,2.734517,3.238497,0.178703,0.950951624,0.059567667,0.017192734,0.051578203,10.74505729,31.66467515,57.59026756,2.865633053,-2.254299403,-0.310160289
0,CS76161,LDV-25,3.36799,3.0735,0.475473,2,0.545726,0.677084,2.14518,0.912562,3.503332,0.593826,2.953843,3.073394,0.135342,0.961367635,0.067671,0.020092399,0.040184799,16.20331414,20.10350387,63.69318199,3.518897098,-2.426902365,0.311577195
0,CS76161,LDV-25,3.69165,3.35897,3.48138,4,0.206282,0.988948,2.49642,0.909883,4.182218,1.083526,4.044702,3.352771,0.490568,0.882701476,0.122642,0.033221459,0.132885837,5.587799493,26.78878008,67.62342042,2.167565057,-2.356166227,0.541178789
75,CS76161,LDV-25,4.61147,4.14291,-10.2733,21,0.328924,2.174186,2.10836,0.898392,6.15757,4.553862,9.658788,4.076492,1.5461,0.74891069,0.07362381,0.015965367,0.3352727,7.132736416,47.14735215,45.71991144,-0.790769019,-1.159457312,-1.266880592
75,CS76161,LDV-25,0.429247,0.387727,-28.3008,3,0.124821,0.153303,0.151123,0.903272,0.572029,6.988983,19.56909,0.341382,0.142782,0.750393774,0.047594,0.110877886,0.332633658,29.07906171,35.7144022,35.2065361,3.336160732,4.613411681,-0.3753062
75,CS76161,LDV-25,3.79506,3.42992,-5.11731,15,0.145863,1.880287,1.76891,0.903785,4.28255,3.952507,7.977506,3.416249,0.48749,0.886168288,0.032499333,0.008563589,0.128453832,3.843496546,49.54564618,46.61085727,0.731297581,-0.942270933,-1.53801423
75,CS76161,LDV-25,4.97466,4.19656,-6.97401,19,0.189224,2.624846,2.16059,0.843587,7.604027,3.819356,7.23852,4.165511,2.629367,0.654213879,0.138387737,0.027818532,0.528552102,3.803757443,52.76432962,43.43191293,-1.688320772,-0.968833819,-0.960020274
125,CS76161,LDV-25,2.84075,2.49037,-1.76239,7,0.412563,1.278497,1.14969,0.876659,3.607262,2.464138,5.475179,2.489192,0.766512,0.787508642,0.109501714,0.038546762,0.269827334,14.52303089,45.00561471,40.4713544,2.02217483,0.158431709,-0.621887236
125,CS76161,LDV-25,2.10543,1.8135,6.07246,4,0.150221,1.098889,0.85632,0.861344,2.442696,1.89985,3.64004,1.803324,0.337266,0.861928787,0.0843165,0.040047164,0.160188655,7.134932057,52.1930912,40.67197675,2.804849402,0.615111034,-0.827224766
125,CS76161,LDV-25,2.59111,2.34134,13.8847,6,0.229503,1.076577,1.28503,0.903605,3.03088,2.31561,5.57322,2.272928,0.43977,0.854903526,0.073295,0.028287105,0.169722629,8.857323695,41.54887288,49.59380343,2.51919527,-0.326379916,-0.388045751
125,CS76161,LDV-25,1.4191,1.24067,10.7289,5,0.250545,0.913655,0.2549,0.874265,1.763805,3.52336,5.472526,1.218982,0.344705,0.804567398,0.068941,0.048580791,0.242903953,17.655204,64.38270735,17.96208865,2.894927023,2.292453497,-1.500346994
0,CS76162,LDV-34,3.95835,3.61865,4.64634,8,0.374463,0.967537,2.61635,0.914181,5.27059,2.021044,8.268417,3.606758,1.31224,0.751025976,0.16403,0.041438983,0.331511867,9.460078063,24.44293708,66.09698485,1.138705819,-1.993839239,1.012387386
0,CS76162,LDV-34,3.51656,3.15127,10.4915,5,0.261066,0.979334,2.27616,0.896123,4.586597,1.421844,5.105511,3.098587,1.070037,0.766703506,0.2140074,0.060857031,0.304285154,7.423902905,27.8492049,64.72689219,1.635240351,-1.563257975,1.135915215
0,CS76162,LDV-34,3.73591,3.38433,3.45517,8,0.247463,2.447427,1.04102,0.905892,4.876887,2.141379,3.268739,3.378178,1.140977,0.766043995,0.142622125,0.038176007,0.305408053,6.623901539,65.51086616,27.8652323,0.4987521,-0.424181907,-1.52027984
0,CS76162,LDV-34,3.80648,3.40956,6.00901,7,0.242203,2.229347,1.33493,0.895725,4.335149,1.838969,3.139933,3.390826,0.528669,0.878050558,0.075524143,0.01984094,0.138886583,6.362912717,58.56715391,35.06993338,1.294691952,-1.154098648,-1.541696396
75,CS76162,LDV-34,4.49717,4.00446,-2.5529,21,0.157661,3.033059,1.30645,0.89044,11.973078,4.669603,6.923703,4.000485,7.475908,0.375606841,0.355995619,0.07915992,1.662358328,3.505782525,67.44372572,29.05049175,-4.41426068,1.053103436,-0.234067527
75,CS76162,LDV-34,4.07514,3.31287,-6.85153,22,0.084542,2.853978,1.13662,0.812946,9.831506,5.398588,7.708539,3.289212,5.756366,0.414498043,0.261653,0.064207119,1.412556624,2.074579033,70.03386387,27.8915571,-3.616730528,1.953454157,-0.831197709
75,CS76162,LDV-34,3.26293,2.92103,-0.250198,15,0.166003,1.942877,1.15405,0.895217,5.924233,4.597095,7.720509,2.921002,2.661303,0.550776784,0.1774202,0.054374504,0.815617558,5.087544017,59.5439375,35.36851848,-0.980041491,1.178423971,-0.720498945
75,CS76162,LDV-34,3.13158,2.78028,-5.26584,12,0.209363,2.055907,0.86631,0.88782,5.942201,3.831931,5.83684,2.768546,2.810621,0.527006744,0.234218417,0.07479241,0.897508925,6.685538929,65.6507897,27.66367137,-0.894215906,1.587161704,-0.729890619
125,CS76162,LDV-34,1.8001,1.6002,0,2,0.074021,0.155482,1.570597,0.888951,2.152245,1.111049,12.863222,1.6002,0.352145,0.836382475,0.1760725,0.097812622,0.195625243,4.112049331,8.637409033,87.25054164,3.488738144,-0.035971529,2.242325844
125,CS76162,LDV-34,1.86232,1.60527,4.57392,3,0.933792,0.329828,0.5987,0.861973,2.163665,1.610894,9.095649,1.600158,0.301345,0.860724743,0.100448333,0.053937204,0.161811611,50.14132909,17.71059753,32.14807337,4.803492665,0.87196315,0.323107248
125,CS76162,LDV-34,1.53595,1.41114,-2.60256,2,0.591266,0.392423,0.552261,0.918741,1.57405,1.302126,5.096541,1.409684,0.0381,0.975794924,0.01905,0.012402747,0.024805495,38.49513331,25.54920408,35.95566262,5.160904654,0.433822086,-0.695763859
125,CS76162,LDV-34,1.73224,1.5113,0,3,0.660929,0.341621,0.72969,0.872454,1.826401,1.731862,8.781662,1.5113,0.094161,0.948444509,0.031387,0.018119314,0.054357941,38.15458597,19.72134346,42.12407057,4.893894218,0.519892444,-0.15379382
0,CS76163,LDV-58,3.29705,3.00694,-4.62237,5,0.068761,0.812052,2.416237,0.912009,3.703076,1.516507,6.15724,2.99716,0.406026,0.890354397,0.0812052,0.024629654,0.123148269,2.085531005,24.62965378,73.28481521,2.286481264,-1.876584287,0.458743909
0,CS76163,LDV-58,3.10474,2.85821,1.27871,4,0.420003,0.440142,2.244595,0.920596,3.290882,1.288353,9.087979,2.857498,0.186142,0.943437048,0.0465355,0.014988534,0.059954135,13.52779943,14.17645278,72.29574779,3.365905565,-2.031942684,0.746435349
0,CS76163,LDV-58,2.91929,2.40084,-1.21888,4,0.240024,0.561507,2.117759,0.822405,3.258736,1.370196,7.123685,2.400297,0.339446,0.895835072,0.0848615,0.029069226,0.116276903,8.221999185,19.23436863,72.54363218,3.041007938,-1.102093362,0.818574258
0,CS76163,LDV-58,3.27293,3.01122,-1.69895,5,0.186142,0.726608,2.36018,0.920038,3.709618,1.527683,6.881289,3.009896,0.436688,0.882282219,0.0873376,0.026684836,0.13342418,5.687319924,22.20053591,72.11214416,2.435585326,-1.889757497,0.607922385
75,CS76163,LDV-58,3.81227,3.26363,-12.4074,16,0.183963,2.579307,1.049,0.856086,5.436378,4.196975,6.203217,3.187406,1.624108,0.701251826,0.10150675,0.026626328,0.426021242,4.825550132,67.65803576,27.5164141,-0.610043674,0.634526448,-2.05901594
75,CS76163,LDV-58,4.01021,3.49919,-3.5503,14,0.211542,2.311708,1.48696,0.87257,5.078442,3.491089,6.056128,3.492475,1.068232,0.789653598,0.076302286,0.019027005,0.26637807,5.275085345,57.64555971,37.07935495,0.11970661,-0.537165806,-1.621434448
75,CS76163,LDV-58,4.67512,4.16527,-14.8863,19,0.086721,2.581489,2.00691,0.890944,7.503701,4.064067,7.360093,4.025473,2.828581,0.623041883,0.148872684,0.031843607,0.605028534,1.854947039,55.21759869,42.92745427,-1.899315649,-0.622163904,-1.09259006
75,CS76163,LDV-58,4.11835,3.65291,-3.80078,7,0.600884,1.290296,2.22717,0.886984,4.608017,1.69971,5.425111,3.644876,0.489667,0.893735852,0.069952429,0.016985547,0.118898831,14.59040635,31.33041145,54.0791822,2.042646125,-2.221619048,-0.278460888
